average_price,total_volume,small_sold,large_sold,x_large_sold,total_bags,small_bags,large_bags,x_large_bags,type,year,region,month,ratio_small_sold,ratio_large_sold,ratio_x_large_sold,ratio_small_bags,ratio_large_bags,ratio_x_large_bags
1.53,156787.69,2184.26,67000.84,53.28,87549.31,86727.99,821.32,0,conventional,2017,BuffaloRochester,March,0.013931323307333631,0.42733482456435196,3.398225970418979e-4,0.9906187724380695,0.009381227561930529,0
1.54,151459.46,1917.68,72621.77,74.38,76845.63,73724.45,3121.18,0,conventional,2017,BuffaloRochester,March,0.012661341853457025,0.47947992155788755,4.910885064557869e-4,0.959383767170625,0.04061623282937494,0
1.48,165974.96,1457.31,85677.37,28,78812.28,56757.21,22055.07,0,conventional,2017,BuffaloRochester,March,0.008780300353740106,0.5162066012849167,1.6870014609432653e-4,0.7201569349345052,0.2798430650654949,0
1.68,140468.86,1420.89,75283.75,46.33,63717.89,63652.74,65.15,0,conventional,2017,BuffaloRochester,March,0.010115338018689695,0.5359461876461445,3.2982399088310395e-4,0.9989775242086641,0.00102247579133584,0
1.69,122294.43,1195.92,71329.25,44.92,49724.34,49518,206.34,0,conventional,2017,BuffaloRochester,February,0.009779022642323122,0.5832583708023333,3.673102691594376e-4,0.9958503219952242,0.004149678004775931,0
1.68,109808.8,1360.81,62449.93,33.22,45964.84,44232,1732.84,0,conventional,2017,BuffaloRochester,February,0.012392540488558293,0.568715166726164,3.0252584492317553e-4,0.9623007498775151,0.03769925012248493,0
1.56,135286.7,1773.3,71050.71,110.87,62351.82,58032.13,4319.69,0,conventional,2017,BuffaloRochester,February,0.013107718644922226,0.5251862156442577,8.195188440548849e-4,0.930720707110073,0.06927929288992686,0
1.4,188582.23,1561.11,97167.09,116.1,89737.93,89664.64,73.29,0,conventional,2017,BuffaloRochester,February,0.008278139462026723,0.5152505090219793,6.156465537606591e-4,0.9991832884935056,8.167115064945226e-4,0
1.37,163136.7,1541.69,72000.86,111.33,89482.82,87723.55,1253.71,505.56,conventional,2017,BuffaloRochester,January,0.009450295365788322,0.44135292671728676,6.824338116438544e-4,0.9803395780329677,0.014010622374216637,0.005649799592815693
1.34,160924.52,1691.65,70336.67,56.29,88839.91,86197.69,2642.22,0,conventional,2017,BuffaloRochester,January,0.010512071125021843,0.43707863786078094,3.497913183149467e-4,0.9702586371372957,0.029741362862704384,0
1.29,168230.55,2011.96,68322.14,53.84,97842.61,96319.5,1523.11,0,conventional,2017,BuffaloRochester,January,0.011959540047868833,0.4061220747361285,3.200369968474811e-4,0.9844330604018025,0.015566939598197552,0
1.37,158267.23,1506.69,83906.44,65.83,72788.27,72703.02,85.25,0,conventional,2017,BuffaloRochester,January,0.009519911354991174,0.5301567481783815,4.1594207467964147e-4,0.9988287948044375,0.0011712051955624168,0
1.43,105349.04,1285.48,58531.95,102.52,45429.09,45155.38,255.65,18.06,conventional,2017,BuffaloRochester,January,0.012202104546942242,0.5556002218909636,9.731460296173558e-4,0.9939750058827945,0.0056274514853808435,3.9754263182467447e-4
0.93,7132711.23,2280934.17,3201737.11,111845.09,1538194.86,1461095.1,20553.6,56546.16,conventional,2017,California,December,0.3197850153257922,0.44888079816459914,0.015680585739905245,0.9498764675367593,0.013362156209519513,0.036761376253721195
1.13,5346535.57,1934361.67,1934710.69,116855.41,1360607.8,1277612.22,21328.12,61667.46,conventional,2017,California,December,0.3617972132933925,0.3618624929488685,0.0218562859014141,0.9390010993616235,0.01567543563986624,0.04532346499851022
0.98,6205211.05,1901831.08,2877209.2,115250.14,1310920.63,1229946.93,21220.86,59752.84,conventional,2017,California,December,0.30648934656299887,0.4636762838227719,0.018573121699059697,0.9382314244303258,0.016187753487409837,0.04558082208226443
1.06,5715712.21,2234102.17,2013200.4,90168.26,1378241.38,1291298.72,27353.79,59588.87,conventional,2017,California,December,0.3908703041575986,0.35222214240909094,0.015775507353614642,0.9369176827356613,0.019846879071356863,0.04323543819298185
1.09,5544556,2333912,1660573,100234,1449838,1365781,30856,53201,conventional,2017,California,December,0.42093758273881626,0.29949611835465273,0.018077912821152856,0.9420231777619292,0.021282377755307835,0.0366944444827629
1.3,4392810,1734281,1354966,121946,1181616,1093008,27254,61354,conventional,2017,California,November,0.39479991167384887,0.30845085491974383,0.027760362956740673,0.9250111711418938,0.02306502281621102,0.051923806041895164
1.26,4782021,1879513,1360694,107055,1434759,1328429,47615,58715,conventional,2017,California,November,0.39303737896592256,0.28454371070306883,0.022386978225315195,0.9258899926747279,0.03318675819423332,0.04092324913103873
1.15,5637795,2309785,1882561,108415,1337035,1248089,30662,58284,conventional,2017,California,November,0.40969652142371266,0.3339179590602354,0.019230035856216837,0.9334751895051364,0.022932832723152347,0.04359197777171129
1.15,5663438.53,2148627.4,2224529.18,108333.63,1181948.32,1105519.8,20488.19,55940.33,conventional,2017,California,November,0.3793856662553023,0.39278773279101875,0.01912859642179254,0.935336834354991,0.017334251974739468,0.04732891367026944
1.2,5714676.89,1981731.12,2384845.53,125816.68,1222283.56,1165130.71,22762.03,34390.82,conventional,2017,California,October,0.34677920696930253,0.41731939983749455,0.0220164118500145,0.9532409238982155,0.01862254451004806,0.02813653159173637
1.53,4420877.4,1604916.52,1779177.98,123891.36,912891.54,856748.54,21482.38,34660.62,conventional,2017,California,October,0.3630312209065105,0.40244906587999923,0.028024156471744725,0.9384998134608631,0.02353223691830905,0.037967949620827904
1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52,822315.27,22733.62,36862.63,conventional,2017,California,October,0.3314847355912889,0.4179549309513917,0.033695475128960116,0.9324237764804342,0.025777665314996676,0.04179855820456909
1.74,4151444.41,1377101,1829530.74,138380.27,806432.4,747128.46,25531.54,33772.4,conventional,2017,California,October,0.33171611227235487,0.44069739572882777,0.033333041788219435,0.9264613624154981,0.03165986386459671,0.0418787737199051
1.77,3870633.16,1288266.68,1608863.15,120405.29,853098.04,794746.4,25612.08,32739.56,conventional,2017,California,October,0.33283099346981254,0.4156589073401107,0.031107388642327444,0.9316003117297046,0.030022434467203794,0.038377253803091614
1.74,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,32271.85,conventional,2017,California,September,0.3514044664869209,0.40024412035469636,0.030404670975075047,0.9341725376186488,0.028217058954173497,0.037610403427177704
1.72,4167531.38,1571529.56,1556655.98,128019.39,911326.45,860705.01,18473.03,32148.41,conventional,2017,California,September,0.3770888367012128,0.3735199181631597,0.03071827859878046,0.9444530113221229,0.02027048594935437,0.035276502728522806
1.71,4380657.13,1677368.14,1599511.35,141899.49,961878.15,904618.47,19579.65,37680.03,conventional,2017,California,September,0.38290331569501307,0.36513045931992405,0.03239228403159687,0.9404709629800821,0.020355644839213784,0.03917339218070397
1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.05,839519.87,21358.39,42096.79,conventional,2017,California,September,0.3993863065333308,0.3701946576576973,0.03617730996825185,0.9297265411707665,0.0236533556491954,0.04662010318003803
1.78,4360013.67,1889886.87,1420373.34,157338.07,892415.39,830646.31,19482.22,42286.86,conventional,2017,California,August,0.43345893225146703,0.32577268043290336,0.036086600159673354,0.9307843850608628,0.02183088751976812,0.04738472741936914
1.64,4524974.68,1995269.12,1293180.21,165218.13,1071307.22,986592.65,33841.83,50872.74,conventional,2017,California,August,0.44094591928191745,0.28578728091358074,0.03651249823126083,0.9209241117594634,0.031589285844633816,0.04748660239590283
1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,conventional,2017,California,August,0.4003008398453787,0.3546990126971533,0.03246350576068114,0.9314493680171214,0.026340305392572292,0.04221032659030618
1.36,5655955.05,2313742.61,1892140.35,159763.39,1290308.7,1201486.97,30452.62,58369.11,conventional,2017,California,August,0.40908079882989873,0.33453949567721547,0.02824693417604159,0.9311624187297195,0.02360103438812743,0.04523654688215309
1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,conventional,2017,California,July,0.39116842658020295,0.3960816082860628,0.027453267572224577,0.9188485543686604,0.027450660865908673,0.053700784765430984
1.46,5188483.1,2201004.96,1738865.16,151424.79,1097188.19,1018813.29,20424.08,57950.82,conventional,2017,California,July,0.42420971940720015,0.33513940905001693,0.029184790059352803,0.9285674957912189,0.01861492876623107,0.052817575442550106
1.49,5405190.35,2319570.09,1821613.01,178446.19,1085561.06,1007608.04,22434.17,55518.85,conventional,2017,California,July,0.42913753999431303,0.33701181494931076,0.033013858614618447,0.9281910314653328,0.020665967882083018,0.0511430006525842
1.28,6499668.48,2634902.26,1818682.87,207945.39,1838137.96,1767976.83,5214.88,64946.25,conventional,2017,California,July,0.4053902546118782,0.27981163586977287,0.03199323021472012,0.9618303242048274,0.0028370449408487274,0.03533263085432391
1.28,6607292.61,2527123.67,1942683.02,224121.48,1913364.44,1844798.2,4337.49,64228.75,conventional,2017,California,July,0.38247491357886143,0.29402103625012604,0.033920320050726496,0.9641645686694167,0.0022669439806250395,0.03356848734995828
1.15,6999255.87,2706875.38,1977949.64,191069.11,2123361.74,2061235.1,5202.82,56923.82,conventional,2017,California,June,0.3867375947209085,0.2825942752682936,0.027298489089240853,0.9707413773029554,0.0024502749117067536,0.026808347785337788
1.2,6599048.85,2691571.96,1650089.15,191313.38,2066074.36,1989158.83,5912.72,71002.81,conventional,2017,California,June,0.40787271335322817,0.25004954312468836,0.02899105376375567,0.9627721385594272,0.002861813744206186,0.03436604769636655
1.22,6177216.24,2302944.62,1517908.04,188258.15,2168105.43,2095827.24,5598.97,66679.22,conventional,2017,California,June,0.3728126927283996,0.24572687453790673,0.03047621172478171,0.9666629726581146,0.0025824251544815328,0.030754602187403772
1.2,6507093.57,2378539.46,1580024.38,141320.44,2407209.29,2348867.54,4428.25,53913.5,conventional,2017,California,June,0.3655302377955508,0.24281568460679132,0.021717905003170255,0.97576374009424,0.0018395783110325234,0.022396681594727477
1.32,6160751.92,2307940.04,1793496.44,153502.24,1905813.2,1829396.11,3223.85,73193.24,conventional,2017,California,May,0.3746198629598447,0.29111648436575904,0.024916153416545947,0.9599031583997845,0.0016915876120492817,0.03840525398816631
1.35,5599003.03,2077113.57,1627754.26,137755.31,1756379.89,1685046.63,3942.61,67390.65,conventional,2017,California,May,0.3709791830564521,0.29072216094157033,0.02460354267748985,0.9593862008975746,0.002244736473269459,0.038369062629155924
1.17,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,conventional,2017,California,May,0.3729126038440546,0.24648218275316683,0.021163632632874817,0.9679167373312652,0.002095698546275546,0.029987564122459454
1.08,7872203.23,2851510.24,2470795.47,150595.46,2399302.06,2314634.27,3601.53,81066.26,conventional,2017,California,May,0.36222518101835133,0.3138632728108571,0.019130026956887897,0.9647114919744619,0.0015010740248353723,0.033787434000702686
1.25,5889669.2,2197824.46,1689225.61,157508.63,1845110.5,1770413.98,2532.7,72163.82,conventional,2017,California,April,0.37316602772868807,0.28681162772265717,0.026743204864544855,0.959516505922003,0.0013726549168735422,0.039110839161123415
1.26,5637299.78,2027854.71,1521895.03,162006.91,1925543.13,1849562.53,6322.77,69657.83,conventional,2017,California,April,0.3597209283058564,0.26996879523763767,0.028738388292701367,0.9605406917060332,0.0032836293830510047,0.03617567891091591
1.34,5442086.44,2047142.24,1572972.43,163002.25,1658969.52,1585488.4,1756.03,71725.09,conventional,2017,California,April,0.3761686372625863,0.28903848686387273,0.02995216114207844,0.9557067691032683,0.0010585064878105778,0.043234724408921024
1.13,6249182.98,1926187.79,2128867.47,161909.09,2032218.63,1957058.55,13132.9,62027.18,conventional,2017,California,April,0.3082303392562846,0.3406633278003327,0.02590884128664128,0.9630157509184926,0.0064623460321294275,0.03052190304937811
1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,conventional,2017,California,April,0.3246038270362029,0.2762866261529975,0.026343941857408137,0.9659173041874379,0.007597555936092885,0.02648513987646913
1.33,5073070.91,1693588.76,1542979.33,138133.01,1698369.81,1629800.46,1991.84,66577.51,conventional,2017,California,March,0.3338389685548472,0.30415094868051035,0.027228677156416883,0.9596263725389701,0.00117279522296737,0.03920083223806245
1.31,5328958.01,1857645.04,1555271.43,143586.99,1772454.55,1709046.29,5147.16,58261.1,conventional,2017,California,March,0.3485944224957404,0.29185282133607954,0.02694466530427775,0.9642257343072633,0.0029039729114633712,0.03287029278127329
1.31,5208101.86,1871004.41,1577127.23,156629.51,1603340.71,1528139.92,7223.59,67977.2,conventional,2017,California,March,0.35924881277187615,0.3028218864367603,0.03007420250417299,0.9530974361650182,0.004505336860061391,0.042397226974920384
1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California,March,0.3480894625868565,0.30529406363504974,0.02862046235839792,0.9641374223493064,0.005123447840794782,0.030739129809898742
0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,conventional,2017,California,February,0.3458638284333881,0.3213900773579697,0.024541176798704236,0.9569743392634424,0.02164523168772852,0.021380429048829024
0.95,6194368.66,1999799.14,2098407.09,177817.01,1918345.42,1728825.22,145454.71,44065.49,conventional,2017,California,February,0.3228414790539767,0.3387604460080682,0.028706236221981662,0.9012064261085994,0.07582300272075089,0.022970571170649757
0.79,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.14,101368.24,54438.63,conventional,2017,California,February,0.35402544374025324,0.27263725027049146,0.023102659450048784,0.9351715550685806,0.04217750709346075,0.02265093783795876
0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,conventional,2017,California,February,0.3554996530020433,0.3166159168014778,0.019096276026181074,0.9829481396155525,0.002263839836919133,0.014788020547528424
0.76,8055482.07,3009291.31,2295856.21,148335.97,2601998.58,2504421.68,48343.02,49233.88,conventional,2017,California,January,0.373570604943324,0.28500543977996834,0.0184142883952816,0.9624992493270308,0.01857918769502172,0.01892156297794751
0.76,8153340.48,3089603.62,2659661.41,106559.24,2297516.21,2207074.93,61563.24,28878.04,conventional,2017,California,January,0.3789371519046387,0.32620512003933877,0.013069396557323705,0.9606351939514717,0.026795562848281274,0.012569243200247106
0.93,6656554.36,2075029.62,2450277.12,95137.62,2036110,1910596.03,99912.91,25601.06,conventional,2017,California,January,0.3117272852857766,0.36809991888956795,0.014292322251838411,0.9383559974657558,0.04907048735087986,0.012573515183364357
1,6653048.21,1988635.39,2569566.25,109029.01,1985817.56,1807926.97,144375.5,33515.09,conventional,2017,California,January,0.29890590406528855,0.386223903524066,0.016387828038901285,0.9104194697522968,0.07270330513141399,0.01687722511628913
0.89,7175276.66,2266313.37,2877688.31,90899.53,1940375.45,1762033.74,151333.95,27007.76,conventional,2017,California,January,0.31585031175648076,0.4010560771882488,0.012668435561061696,0.9080890711125005,0.07799209683878448,0.013918832048715107
0.93,346356.5,60766.53,108930.41,6349.26,170310.3,162934.08,7369.55,6.67,conventional,2017,Charlotte,December,0.1754450400093545,0.3145037266515859,0.01833157454818951,0.9566895249435883,0.04327131124776364,3.9163808648097035e-5
1.33,182537.83,53317.48,58732.18,3839.91,66648.26,63206.54,3441.72,0,conventional,2017,Charlotte,December,0.2920900286806302,0.32175346885629136,0.021036242186071787,0.9483599421800359,0.05164005781996409,0
1.26,189529.04,58017.31,56564.52,3658.03,71289.18,66708.48,4580.7,0,conventional,2017,Charlotte,December,0.30611303682010943,0.2984477734915979,0.019300630657971992,0.935744807276504,0.06425519272349606,0
1.02,277528.93,58726.14,60515.61,4428.39,153858.79,146050.48,7808.31,0,conventional,2017,Charlotte,December,0.21160366957059215,0.21805153790633647,0.01595649866123867,0.9492501533386556,0.050749846661344473,0
1.26,220837,58826,94262,4556,63193,59298,3895,0,conventional,2017,Charlotte,December,0.26637746392135375,0.4268397053030063,0.020630600850400974,0.9383634263288655,0.06163657367113446,0
1.4,170412,45363,56764,3742,64544,61925,2619,0,conventional,2017,Charlotte,November,0.266196042532216,0.33309860807924324,0.02195854752012769,0.9594230292513634,0.04057697074863659,0
1.4,179011,47542,59312,3820,68336,65221,3115,0,conventional,2017,Charlotte,November,0.26558144471568784,0.3313315941478457,0.021339470758780187,0.9544164130180286,0.04558358698197144,0
1.44,190445,53681,65657,4551,66556,62017,4539,0,conventional,2017,Charlotte,November,0.281871406442805,0.3447557037464885,0.023896663078579117,0.9318017909730152,0.0681982090269848,0
1.47,187381.18,46741.48,65173.5,4855.57,70610.63,66781.57,3829.06,0,conventional,2017,Charlotte,November,0.24944596890680273,0.34781241104362776,0.02591279444392441,0.9457721875587288,0.054227812441271235,0
1.49,183224.98,52951.42,62872,4716.56,62685,56997.63,5687.37,0,conventional,2017,Charlotte,October,0.28899672959440353,0.3431409843788767,0.02574190484288769,0.9092706389088299,0.09072936109117014,0
1.64,168237.31,44543.75,65040.05,4652.86,54000.65,50704.73,3295.92,0,conventional,2017,Charlotte,October,0.2647673693784096,0.386597063398125,0.027656528745020944,0.9389651791228439,0.06103482087715611,0
1.7,175323.3,45266.57,68119.98,5567.33,56369.42,49194.6,7172.6,2.22,conventional,2017,Charlotte,October,0.2581891283132362,0.3885392300966272,0.03175464983832725,0.8727178672407842,0.12724274970365138,3.938305556452417e-5
1.77,178991.71,50017.71,66076.12,4781.98,58115.9,52744.08,5371.82,0,conventional,2017,Charlotte,October,0.2794414892175733,0.3691574319279926,0.026716209370813877,0.9075671201856979,0.09243287981430211,0
1.76,180280.25,43576.07,74145.54,4797.8,57760.84,52513.87,5246.97,0,conventional,2017,Charlotte,October,0.24171294415222966,0.4112793276024412,0.026613009467204535,0.9091604277223116,0.09083957227768849,0
1.72,186923.93,47607.14,71519.48,5336.34,62460.97,57929.86,4531.11,0,conventional,2017,Charlotte,September,0.2546872409541143,0.38261275589487126,0.028548190699821046,0.9274569383088351,0.0725430616911649,0
1.61,192447.11,56017.67,64593.12,5176.8,66659.52,62156.95,4502.57,0,conventional,2017,Charlotte,September,0.2910808585278314,0.33564089374997635,0.02689985835588802,0.9324542090912145,0.06754579090878542,0
1.69,187822.6,45960.24,68912.39,5424.48,67525.49,63280.77,3374.72,870,conventional,2017,Charlotte,September,0.24470026503732775,0.3669014804395211,0.028880869501327313,0.9371389974363754,0.04997697906375799,0.012884023499866493
1.65,200900.91,49285.16,69478.02,6029.05,76108.68,67996.4,4698.95,3413.33,conventional,2017,Charlotte,September,0.24532074045856736,0.3458322811977308,0.03001006814752606,0.8934118946748255,0.06174000127186545,0.04484810405330904
1.58,208438.23,60886.4,65605,5772.92,76173.91,69562.98,5067.6,1543.33,conventional,2017,Charlotte,August,0.2921076426335035,0.3147455243694978,0.02769607091750875,0.913212673473109,0.06652671498679798,0.020260611540092927
1.52,212479.12,57230.8,69135.38,5602.86,80510.08,71101.96,5397.01,4011.11,conventional,2017,Charlotte,August,0.2693478775702761,0.32537493566426673,0.026368990986031945,0.8831435765558797,0.06703520851053682,0.04982121493358347
1.47,209771.02,47263.33,78914.53,6255.4,77337.76,67363.49,6829.83,3144.44,conventional,2017,Charlotte,August,0.22530914899493745,0.37619367060330833,0.029820134354116217,0.8710297531244765,0.08831171215716618,0.0406585347183575
1.43,206493.73,43174.26,78385.61,6519.58,78414.28,71208.4,5682.54,1523.34,conventional,2017,Charlotte,August,0.20908266803064673,0.37960285767514584,0.0315727746309779,0.9081050033233742,0.07246817799002937,0.01942681868659637
1.4,212607.67,54840.38,81789.28,6237.96,69740.05,63813.12,4829.15,1097.78,conventional,2017,Charlotte,July,0.25794168197224493,0.3846958108331651,0.029340239700665547,0.9150139697347507,0.06924500340908846,0.015741026856160842
1.39,215463.51,50924.04,75358.77,5993.87,83186.83,75923.52,4233.31,3030,conventional,2017,Charlotte,July,0.2363464699892803,0.34975189070297796,0.02781849232846898,0.9126867798664765,0.05088918522318978,0.03642403491033376
1.38,209534.16,44530.25,73163.04,6036.41,85804.46,77573.02,4561.45,3669.99,conventional,2017,Charlotte,July,0.2125202401365009,0.3491699873662604,0.028808715485818637,0.9040674575657256,0.05316098953364428,0.0427715529006301
1.32,222027.09,62331.48,70720.4,6490.52,82484.69,73227.42,4767.27,4490,conventional,2017,Charlotte,July,0.2807381747875901,0.31852149212963154,0.029233009359353405,0.8877698394696033,0.05779581641150619,0.05443434411889043
1.36,224816.41,60811.83,76448.74,6627.47,80928.37,71119.63,5358.74,4450,conventional,2017,Charlotte,July,0.2704955123160271,0.34004964317328973,0.029479476164573575,0.8787972623197527,0.06621584000765121,0.05498689767259615
1.33,211639.6,53140.24,72807.06,5877.63,79814.67,72142.41,4877.26,2795,conventional,2017,Charlotte,June,0.25108835964535936,0.3440143527014793,0.02777188201073901,0.9038740622494588,0.061107312728349315,0.03501862502219204
1.43,201837.88,45497.3,78803.31,6332.43,71204.84,62169.32,3515.52,5520,conventional,2017,Charlotte,June,0.22541507074886044,0.3904287440989768,0.03137384320524968,0.873105255204562,0.049371924717477075,0.07752282007796099
1.38,224288.57,50865.51,86113.51,6816.9,80492.65,69740.45,5812.2,4940,conventional,2017,Charlotte,June,0.22678601053990402,0.3839406974684443,0.03039343467212796,0.86642010171115,0.07220783512531889,0.06137206316353108
1.49,226422.86,59349.56,86778.91,7005.98,73288.41,65629.28,6092.46,1566.67,conventional,2017,Charlotte,June,0.2621182331148012,0.38326037397460666,0.030942017073717732,0.8954932983264339,0.08312992463610548,0.02137677703746063
1.5,237363.56,55170.16,89547.81,8529.56,84116.03,80490.49,3625.54,0,conventional,2017,Charlotte,May,0.23242893728085307,0.37726014052030565,0.03593458069132431,0.9568983462486284,0.04310165375137177,0
1.5,227842.05,56077.9,87872.71,7712.06,76179.38,71310.74,4868.64,0,conventional,2017,Charlotte,May,0.2461262089241209,0.3856738034089845,0.03384827339817211,0.9360897922771227,0.06391020772287724,0
1.41,224626.96,52616.28,77142.23,6721.88,88146.57,83151.81,4994.76,0,conventional,2017,Charlotte,May,0.23423849033971703,0.3434237368479723,0.029924635938624645,0.9433357418218314,0.056664258178168475,0
1.36,303551.54,76880.62,106192.08,11654.08,108824.76,98860.28,9964.48,0,conventional,2017,Charlotte,May,0.2532704001435802,0.349832124060382,0.03839242587930867,0.9084355435288808,0.09156445647111926,0
1.53,235698.79,57129.17,87500.56,7990.1,83078.96,73582.1,9496.86,0,conventional,2017,Charlotte,April,0.24238210981057645,0.3712389019901205,0.033899622480030554,0.8856887471870134,0.11431125281298658,0
1.5,220970.07,48220.74,78264.66,7619.22,86865.45,81393.87,5471.58,0,conventional,2017,Charlotte,April,0.21822294756932464,0.3541867004884417,0.034480778324412896,0.9370108598988436,0.06298914010115644,0
1.56,203220.34,48494.75,77380.84,7459.86,69884.89,66436.6,3448.29,0,conventional,2017,Charlotte,April,0.23863137912277876,0.38077310568420464,0.03670823501230241,0.9506575741909303,0.049342425809069744,0
1.54,201298.91,50325.29,75492.06,6657.48,68824.08,64339.22,4484.86,0,conventional,2017,Charlotte,April,0.2500027943519416,0.3750246834421508,0.03307260829181837,0.9348358888342568,0.06516411116574315,0
1.48,231427.69,47420.03,85811.1,7802.11,90394.45,85957.69,4258.98,177.78,conventional,2017,Charlotte,April,0.2049021445964396,0.3707901159105032,0.03371294938820847,0.9509177831161095,0.047115503219500754,0.0019667136643897938
1.48,225271.53,48843.91,94477.7,7655.97,74293.95,69700.62,4593.33,0,conventional,2017,Charlotte,March,0.21682238319240787,0.41939476328855224,0.03398551960827007,0.9381735659498519,0.061826434050148094,0
1.47,206732.76,42389.4,89209.74,7312.02,67821.6,63179.59,4642.01,0,conventional,2017,Charlotte,March,0.20504442546986748,0.4315220287292638,0.03536943056339982,0.9315555811128017,0.06844441888719818,0
1.55,207026.03,48009.39,87659.78,8252.21,63104.65,58990.64,4114.01,0,conventional,2017,Charlotte,March,0.23190025911234446,0.42342395301692254,0.039860736352815146,0.9348065475365127,0.06519345246348725,0
1.41,202553.07,43409.71,87666.41,11157.19,60319.76,56436.67,3883.09,0,conventional,2017,Charlotte,March,0.2143127724502028,0.4328071156857805,0.05508279879440978,0.9356249096481816,0.06437509035181838,0
1.26,241552.96,50330.36,118606.57,13181.85,59434.18,54950.63,4483.55,0,conventional,2017,Charlotte,February,0.20836159490655798,0.4910168353970906,0.05457126255045685,0.9245627684271912,0.07543723157280878,0
1.33,198557.9,46010.49,78996.07,9650.83,63900.51,59663.05,4224.13,13.33,conventional,2017,Charlotte,February,0.2317232907882285,0.3978490405065727,0.0486046135661185,0.9336866012493484,0.06610479321683035,2.0860553382124806e-4
1.25,206762.31,58973.85,74076.16,8886.98,64825.32,59465.37,5142.17,217.78,conventional,2017,Charlotte,February,0.2852253391829488,0.35826722965128416,0.04298162464909586,0.9173170298272342,0.07932348039315502,0.0033594897796108063
0.95,359702.04,95176.35,172311.19,21721.89,70492.61,56412.26,13627.57,452.78,conventional,2017,Charlotte,February,0.26459774873670444,0.47903867879092377,0.06038856493557835,0.8002577858870596,0.193319129480381,0.0064230846325593555
1.33,213609.12,48872.88,86135.67,9146.99,69453.58,58828.73,9630.41,994.44,conventional,2017,Charlotte,January,0.22879584916599066,0.4032396650480092,0.04282115857225571,0.8470222845244263,0.13865966304400723,0.014318052431566523
1.18,247754.7,42582.24,116159.86,20382.32,68630.28,54562.88,14067.4,0,conventional,2017,Charlotte,January,0.1718725820337616,0.46885027811783186,0.082268146678953,0.795026335314383,0.2049736646856169,0
1.37,196897.85,39546.13,84479.17,9918.56,62953.99,52626.61,10327.38,0,conventional,2017,Charlotte,January,0.2008459208670892,0.4290507489035558,0.05037414070290762,0.835953527330039,0.16404647266996103,0
1.28,219338.92,56739.54,80201.7,10231.86,72165.82,63539.28,8626.54,0,conventional,2017,Charlotte,January,0.25868432287347815,0.36565193263466417,0.04664862943612561,0.8804622465316683,0.11953775346833169,0
1.21,217051.5,47765.32,94571.69,15036.44,59678.05,45920.26,13711.12,46.67,conventional,2017,Charlotte,January,0.2200644547492185,0.4357108336040064,0.0692759091736293,0.7694664956378434,0.22975147478846913,7.82029573687478e-4
0.93,1182647.5,144034.24,845964.7,120869.17,71779.39,63314.15,8409.9,55.34,conventional,2017,Chicago,December,0.12178966260022533,0.7153143265427779,0.10220219465225268,0.8820658687681798,0.11716315783681082,7.709733950093475e-4
1.36,707646.11,83138.48,417905.67,116405.91,90196.05,78806.93,11311.18,77.94,conventional,2017,Chicago,December,0.11748595636313185,0.5905574327258013,0.1644973502362643,0.873729281936404,0.12540660039990664,8.641176636892635e-4
1.49,620053.78,113959.92,275986.91,99248.93,130858.02,77380.8,53445.77,31.45,conventional,2017,Chicago,December,0.18379038024733918,0.44510156844782073,0.16006503500389915,0.5913340275208199,0.4084256356622238,2.403368169562706e-4
1.13,1021445.27,142085.83,277789.3,90891.04,510679.1,87489.87,423185.75,3.48,conventional,2017,Chicago,December,0.1391027343050891,0.27195710642431187,0.08898278025214214,0.17132063951706658,0.8286725460274368,6.814455496612257e-6
1.56,654739,99971,378155,92092,84522,48070,36440,12,conventional,2017,Chicago,December,0.15268832313334016,0.577566022491405,0.14065452035085738,0.5687276685360024,0.4311303565935496,1.4197487044793073e-4
1.7,506394,71736,278263,82294,74100,68552,5532,15,conventional,2017,Chicago,November,0.1416604462138177,0.5494990067022911,0.1625098243660075,0.92512820512820515,0.07465587044534414,2.0242914979757084e-4
1.71,555872,86790,285841,98666,84575,81798,2775,2,conventional,2017,Chicago,November,0.15613306660526163,0.5142208997754879,0.1774976973116113,0.9671652379544783,0.03281111439550695,2.364765001477978e-5
1.78,541010,90581,276787,91330,82312,79021,3280,12,conventional,2017,Chicago,November,0.16742943753350215,0.5116116153121014,0.16881388514075527,0.9600179803673826,0.03984838176693556,1.4578676256195937e-4
